sgRNA	Gene	test1.D0	test1.T14	test1.D14	test3.D0	test3.T14	test3.D14
HGLibA_24275	KCNJ3	209	252	184	188	269	150
HGLibA_57703	hsa-mir-1302-4	20	13	38	35	16	16
HGLibA_00964	ADH7	60	52	40	26	11	13
HGLibA_47147	SSPN	69	76	95	72	73	20
HGLibA_07391	CBFB	51	63	52	73	158	34
HGLibA_50481	TMEM63C	49	87	93	37	155	54
HGLibA_19158	GJB1	118	152	168	150	116	136
HGLibA_19649	GOLGB1	168	180	192	218	246	289
HGLibA_17959	FPGS	78	84	100	83	41	100
HGLibA_00440	ACIN1	87	122	61	47	48	68
HGLibA_04423	BEST2	24	9	5	18	6	13
HGLibA_00088	AATK	30	21	12	13	60	9
HGLibA_15470	ERGIC2	76	82	79	76	91	72
HGLibA_15968	FAIM2	69	123	62	42	44	53
HGLibA_02408	APEX1	113	83	139	112	245	126
HGLibA_52327	TUFT1	205	237	211	204	331	194
HGLibA_48303	TANK	94	102	71	130	117	81
HGLibA_26169	LCN10	68	77	54	54	74	46
HGLibA_34333	OR5M11	60	58	51	114	65	57
HGLibA_41157	RHEBL1	69	74	90	80	127	105
HGLibA_49574	TJP2	22	26	17	18	59	9
HGLibA_03984	B3GNT2	194	155	189	169	222	194
HGLibA_51846	TSGA10	134	131	108	158	172	98
HGLibA_35826	PDE7B	61	47	45	33	52	56
HGLibA_19711	GP6	131	143	149	147	96	96
HGLibA_65353	NonTargetingControlGuideForHuman_0970	87	84	108	31	66	56
HGLibA_41241	RICTOR	44	31	63	16	26	1
HGLibA_36536	PIF1	198	168	132	254	190	181
HGLibA_18063	FSBP	31	15	26	151	49	50
HGLibA_54245	WFDC1	119	82	118	157	55	114
HGLibA_08402	CD5	155	164	205	242	282	264
HGLibA_20987	HCRTR1	10	39	13	54	20	15
HGLibA_16924	FAU	55	53	31	73	93	38
HGLibA_45118	SLC39A6	17	20	40	19	39	18
HGLibA_04342	BCL7B	159	116	141	152	184	122
HGLibA_43920	SH3BGRL2	118	138	135	196	118	162
HGLibA_41704	RNFT1	130	69	127	109	176	114
HGLibA_30903	MYOZ2	37	72	75	91	115	55
HGLibA_55852	ZNF347	109	126	122	83	105	59
HGLibA_32935	NUDT10	34	69	80	50	111	34
HGLibA_55539	ZNF181	91	103	172	136	211	152
HGLibA_18388	GABRG1	83	113	99	56	56	66
HGLibA_48904	TDRD3	29	44	54	31	73	40
HGLibA_14170	DUSP26	84	109	88	119	138	71
HGLibA_30739	MYH8	87	51	82	56	49	56
HGLibA_58809	hsa-mir-3180-3	61	75	82	127	74	115
HGLibA_15609	ESYT2	104	97	58	92	72	91
HGLibA_57776	hsa-mir-133a-2	96	104	160	130	197	156
HGLibA_18137	FTSJ2	100	94	97	89	55	70
HGLibA_08782	CDK5RAP1	48	31	53	59	71	21
HGLibA_36743	PITPNB	137	115	173	182	216	135
HGLibA_11778	CUL3	28	37	25	74	14	35
HGLibA_41353	RLN1	134	124	222	195	143	132
HGLibA_29899	MRPL13	15	19	21	36	34	32
HGLibA_31825	NFKBIB	83	54	97	39	106	82
HGLibA_04043	B9D1	82	83	128	38	118	84
HGLibA_64653	NonTargetingControlGuideForHuman_0270	226	222	265	228	391	211
HGLibA_62662	hsa-mir-6129	68	80	82	120	89	83
HGLibA_57900	hsa-mir-151b	14	21	31	6	25	11
HGLibA_32014	NKG7	134	120	156	122	134	136
HGLibA_41169	RHOB	52	56	48	60	57	86
HGLibA_16795	FAM91A1	167	253	114	175	289	200
HGLibA_34914	PA2G4	60	39	58	106	130	108
HGLibA_28478	MBD3L3	127	103	110	190	122	100
HGLibA_56538	ZNF687	115	90	134	116	95	143
HGLibA_09575	CHRNA4	76	116	112	65	102	86
HGLibA_39467	PTPN3	36	36	54	55	35	88
HGLibA_15749	EXOC4	176	257	233	247	331	175
HGLibA_56047	ZNF468	22	40	76	62	25	61
HGLibA_53886	VTI1A	109	110	79	67	67	122
HGLibA_01399	AK9	252	185	154	172	182	161
HGLibA_08120	CCNL2	63	64	51	70	16	60
HGLibA_30400	MTIF3	272	272	256	326	277	284
HGLibA_48938	TEC	158	133	102	118	151	133
HGLibA_63728	hsa-mir-6886	56	69	59	0	55	14
HGLibA_02894	ARID3B	51	60	32	61	8	79
HGLibA_37651	POM121L2	40	58	31	40	13	0
HGLibA_14485	EEA1	47	37	22	34	16	12
HGLibA_34966	PACSIN3	98	143	162	104	115	199
HGLibA_16406	FAM19A4	40	36	71	119	159	76
HGLibA_15008	EMC2	118	49	105	133	162	97
HGLibA_51017	TOR1AIP1	29	31	32	18	4	16
HGLibA_24421	KCTD12	135	194	192	138	247	188
HGLibA_51312	TRAPPC2	65	40	31	53	35	54
HGLibA_32916	NUCKS1	102	61	77	30	47	52
HGLibA_04843	BRPF3	30	19	33	26	19	14
HGLibA_00656	ACTR2	257	207	171	259	362	249
HGLibA_00837	ADAMTS6	152	146	125	100	96	115
HGLibA_43884	SH2D1A	49	47	43	10	79	5
HGLibA_07607	CCDC137	108	81	69	67	102	66
HGLibA_33320	OGFRL1	126	103	87	81	155	99
HGLibA_40516	RBM24	126	94	121	119	171	75
HGLibA_44337	SLC10A3	131	168	127	137	113	132
HGLibA_61230	hsa-mir-4781	148	184	188	232	192	128
HGLibA_09576	CHRNA5	56	67	90	48	88	59
HGLibA_06712	C9orf172	144	174	115	175	270	205
HGLibA_48195	TAF1	173	124	115	166	231	118
HGLibA_34468	OR7C2	89	68	73	55	125	89
HGLibA_44403	SLC14A2	217	239	274	214	303	236
HGLibA_32512	NPR2	210	220	188	256	227	176
HGLibA_34496	OR8B2	55	62	57	70	123	102
HGLibA_53013	UNC5A	170	210	154	172	122	87
HGLibA_35953	PDSS2	243	246	254	240	220	190
HGLibA_51771	TRPM7	57	60	64	34	41	42
HGLibA_37635	POLR3K	102	27	23	132	61	28
HGLibA_47249	ST3GAL5	112	103	128	112	139	104
HGLibA_42829	SCAF8	39	67	80	50	91	36
HGLibA_50355	TMEM261	57	79	65	48	96	31
HGLibA_26289	LEMD2	56	52	71	2	63	61
HGLibA_45262	SLC5A12	144	144	243	220	308	194
HGLibA_32744	NSD1	111	125	116	117	148	74
HGLibA_14660	EHBP1	43	53	44	75	68	50
HGLibA_07581	CCDC126	101	51	73	81	95	70
HGLibA_64288	hsa-mir-924	71	76	77	101	78	52
HGLibA_61451	hsa-mir-501	135	143	130	103	202	79
HGLibA_38893	PRRX1	170	188	172	225	241	231
HGLibA_39716	PZP	138	79	148	164	73	125
HGLibA_30910	MYPN	54	73	78	60	34	114
HGLibA_57281	hsa-mir-1207	21	2	3	4	38	14
HGLibA_08089	CCNF	78	64	110	119	93	135
HGLibA_29779	MPST	216	194	186	168	261	186
HGLibA_36005	PEAK1	47	36	46	67	139	33
HGLibA_05806	C1orf186	77	112	81	119	133	91
HGLibA_19829	GPN2	251	48	40	248	36	14
HGLibA_32862	NTN5	90	131	68	31	51	57
HGLibA_50372	TMEM35	121	126	95	110	130	107
HGLibA_02884	ARID1B	31	60	33	75	64	64
HGLibA_08045	CCM2	13	23	27	31	0	24
HGLibA_26608	LIPF	82	128	113	164	131	60
HGLibA_01396	AK8	121	136	141	145	228	119
HGLibA_57343	hsa-mir-1238	140	165	165	305	199	127
HGLibA_53307	USP24	93	109	79	116	154	99
HGLibA_52698	UBIAD1	111	86	98	80	153	86
HGLibA_32529	NPTN	139	158	149	104	191	123
HGLibA_48055	SYT12	27	26	38	20	20	15
HGLibA_44203	SIRPB1	74	61	81	59	29	64
HGLibA_59957	hsa-mir-4310	111	206	149	136	109	151
HGLibA_04355	BCMO1	128	214	160	163	60	100
HGLibA_49830	TMED9	69	41	83	107	62	74
HGLibA_52142	TTC4	54	61	86	68	135	80
HGLibA_45971	SNRPB2	94	112	78	61	64	84
HGLibA_51869	TSHZ3	98	37	73	60	69	25
HGLibA_57927	hsa-mir-154	72	49	35	93	23	68
HGLibA_45567	SLX4IP	71	73	70	56	68	48
HGLibA_29269	MILR1	84	102	114	81	61	100
HGLibA_57291	hsa-mir-122	68	80	51	36	54	95
HGLibA_53877	VSX2	13	4	24	36	13	10
HGLibA_40180	RAMP1	107	97	113	135	82	120
HGLibA_26190	LCNL1	75	121	105	156	83	95
HGLibA_64276	hsa-mir-920	137	135	159	127	164	91
HGLibA_00903	ADCK5	91	140	90	110	186	95
HGLibA_03497	ATG4D	35	34	49	41	46	25
HGLibA_14469	EDN1	45	84	45	15	50	36
HGLibA_58080	hsa-mir-194-1	18	49	32	20	77	57
HGLibA_61098	hsa-mir-4750	34	25	18	10	21	18
HGLibA_09391	CHD3	142	97	152	135	169	138
HGLibA_17577	FKBP4	94	123	148	78	59	122
HGLibA_65092	NonTargetingControlGuideForHuman_0709	83	60	65	82	143	54
HGLibA_37678	PON1	179	194	238	125	55	100
HGLibA_52980	UMODL1	92	77	123	91	12	49
HGLibA_23976	JOSD2	111	105	99	87	245	116
HGLibA_59944	hsa-mir-4308	73	97	87	70	78	53
HGLibA_37424	PNPLA7	157	202	157	294	210	190
HGLibA_63854	hsa-mir-7156	90	92	61	32	114	58
HGLibA_00782	ADAM8	72	88	55	48	42	56
HGLibA_46533	SPATA9	170	148	204	137	199	223
HGLibA_55540	ZNF181	75	75	99	102	90	117
HGLibA_45169	SLC44A5	134	94	116	112	51	83
HGLibA_07276	CASC4	85	80	70	76	138	50
HGLibA_01532	ALCAM	138	147	163	184	301	131
HGLibA_13129	DHRS2	211	180	157	217	153	118
HGLibA_30939	MZT1	49	22	47	22	47	19
HGLibA_04399	BEGAIN	313	232	233	228	422	217
HGLibA_44159	SIGMAR1	50	69	53	78	0	32
HGLibA_50010	TMEM155	125	164	123	236	185	138
HGLibA_38326	PRAMEF7	123	121	182	248	218	131
HGLibA_11909	CXorf23	163	86	147	151	207	112
HGLibA_39429	PTPN1	150	265	168	239	219	225
HGLibA_29714	MPDZ	97	89	95	94	118	114
HGLibA_64419	NonTargetingControlGuideForHuman_0036	69	73	81	81	175	74
HGLibA_49242	TGIF2	202	202	197	209	188	169
HGLibA_11189	CRLF2_X	195	272	264	203	297	214
HGLibA_12964	DENND6A	53	59	61	102	26	59
HGLibA_55362	ZKSCAN8	189	138	238	294	126	180
HGLibA_54272	WFDC6	98	84	108	92	28	87
HGLibA_39179	PSMD6	28	8	9	20	6	16
HGLibA_54506	XG	51	70	62	78	100	51
HGLibA_04496	BICD2	140	109	104	90	93	76
HGLibA_50738	TNFRSF10C	178	249	180	211	299	179
HGLibA_15791	EXOSC7	98	122	141	97	141	129
HGLibA_36626	PIK3C2G	138	138	207	281	320	170
HGLibA_29336	MKL2	92	21	86	67	101	102
HGLibA_41903	RPL23	91	85	58	87	260	90
HGLibA_12733	DDX50	79	70	88	114	137	109
HGLibA_21433	HIST1H2BH	102	109	84	90	100	81
HGLibA_52025	TST	91	115	99	89	136	111
HGLibA_64759	NonTargetingControlGuideForHuman_0376	117	107	124	154	164	111
HGLibA_15947	FAF1	113	135	91	135	126	100
HGLibA_03116	ARRDC2	73	76	113	163	77	51
HGLibA_08670	CDH24	102	101	97	49	95	31
HGLibA_30448	MTNR1B	203	180	186	117	217	117
HGLibA_02654	ARF5	53	27	32	50	126	66
HGLibA_57151	hsa-mir-100	57	34	60	25	21	42
HGLibA_58352	hsa-mir-25	146	156	195	260	166	185
HGLibA_61168	hsa-mir-4768	151	87	98	128	131	102
HGLibA_56132	ZNF512	164	110	96	116	123	93
HGLibA_42010	RPLP1	50	49	61	92	90	55
HGLibA_28406	MAST3	66	34	67	71	54	50
HGLibA_59527	hsa-mir-3914-1	300	271	284	219	278	217
HGLibA_15666	ETV6	150	116	126	207	256	170
HGLibA_63239	hsa-mir-6769a	322	341	356	338	382	378
HGLibA_62666	hsa-mir-613	175	200	177	128	213	156
HGLibA_43493	SERINC4	337	290	344	252	265	184
HGLibA_57405	hsa-mir-1252	159	102	142	185	131	84
HGLibA_28161	MAP3K1	135	167	126	250	192	132
HGLibA_55654	ZNF239	136	78	108	46	166	41
HGLibA_38611	PRM2	23	50	20	40	33	29
HGLibA_61214	hsa-mir-4777	78	96	82	101	79	86
HGLibA_62217	hsa-mir-563	129	99	106	97	92	59
HGLibA_62817	hsa-mir-643	27	16	17	25	7	37
HGLibA_07650	CCDC152	182	169	193	175	151	148
HGLibA_20213	GRAP	160	94	112	170	123	88
HGLibA_45664	SMCO2	78	78	83	129	136	71
HGLibA_20753	H2AFJ	99	88	132	149	56	56
HGLibA_11415	CSPG4	82	90	42	59	277	66
HGLibA_27395	LRRC57	34	24	4	20	69	6
HGLibA_62824	hsa-mir-645	81	82	68	104	152	93
HGLibA_19298	GLRA1	59	86	57	81	106	102
HGLibA_39042	PSG3	64	94	61	61	76	90
HGLibA_42007	RPLP0	79	93	26	67	69	24
HGLibA_59743	hsa-mir-4259	86	71	73	93	49	58
HGLibA_08117	CCNL1	49	103	76	113	213	90
HGLibA_59924	hsa-mir-4303	138	145	124	157	167	141
HGLibA_42994	SCN4B	205	116	182	194	118	87
HGLibA_57597	hsa-mir-1284	72	55	33	120	50	58
HGLibA_12509	DCLRE1A	39	54	50	96	104	17
HGLibA_36153	PFKFB1	65	51	58	56	33	39
HGLibA_39775	R3HDM2	42	55	17	33	66	26
HGLibA_55241	ZFP90	123	168	161	229	321	170
HGLibA_07056	CALY	103	96	94	134	138	107
HGLibA_58197	hsa-mir-208a	102	121	181	121	95	90
HGLibA_01383	AK3	170	217	237	196	274	197
HGLibA_13677	DNHD1	70	72	84	50	60	43
HGLibA_59848	hsa-mir-4285	26	48	51	41	70	33
HGLibA_16594	FAM45A	64	61	63	123	50	65
HGLibA_29090	MFSD12	148	154	120	179	218	143
HGLibA_33812	OR2J3	178	135	197	148	193	222
HGLibA_50310	TMEM248	97	149	79	153	97	118
HGLibA_25776	KRTAP4-8	44	50	45	89	127	64
HGLibA_03684	ATP5O	72	54	89	28	53	29
HGLibA_12766	DDX60L	263	262	243	313	318	255
HGLibA_22342	HSPH1	68	83	64	70	73	81
HGLibA_30047	MRPS17	159	221	194	168	95	152
HGLibA_20842	HAPLN1	17	59	16	30	25	55
HGLibA_04890	BTAF1	133	214	136	248	170	193
HGLibA_23683	ISOC1	177	233	222	237	278	210
HGLibA_46051	SNX18	45	51	24	54	111	47
HGLibA_18102	FSTL1	78	88	53	34	104	51
HGLibA_59079	hsa-mir-3612	51	42	37	30	23	14
HGLibA_32597	NR2C2	168	131	124	173	155	107
HGLibA_37166	PLGRKT	120	91	68	60	123	41
HGLibA_21510	HIST1H4I	143	102	107	114	46	82
HGLibA_44542	SLC22A12	204	176	187	144	194	147
HGLibA_60456	hsa-mir-4507	53	104	107	133	73	101
HGLibA_26541	LIMK1	55	51	52	52	62	12
HGLibA_17034	FBXO16	35	40	38	9	0	3
HGLibA_44027	SHFM1	45	30	14	25	5	6
HGLibA_01714	ALPPL2	72	67	101	91	113	93
HGLibA_08756	CDK2	57	32	38	59	43	33
HGLibA_20575	GTF2IRD2B	99	65	84	123	120	52
HGLibA_50853	TNKS1BP1	141	142	173	219	151	158
HGLibA_65195	NonTargetingControlGuideForHuman_0812	16	16	35	16	30	25
HGLibA_06428	C6orf1	50	100	101	141	68	89
HGLibA_53667	VIPR1	96	144	153	141	110	99
HGLibA_03974	B3GAT2	162	174	141	146	179	114
HGLibA_18881	GDI1	37	40	39	59	69	40
HGLibA_63044	hsa-mir-6721	70	63	66	10	74	44
HGLibA_21486	HIST1H4A	107	133	108	101	105	60
HGLibA_22607	IFI35	130	150	159	98	331	161
HGLibA_35594	PCGF2	168	145	156	172	191	181
HGLibA_19672	GOPC	146	134	106	140	180	102
HGLibA_41798	RPA1	56	17	28	68	86	49
HGLibA_64497	NonTargetingControlGuideForHuman_0114	106	84	119	107	52	89
HGLibA_33392	ONECUT1	86	100	133	140	40	100
HGLibA_46813	SPRR2D	123	152	213	183	218	216
HGLibA_39345	PTGIR	110	135	122	77	196	190
HGLibA_27297	LRRC27	167	171	218	217	280	147
HGLibA_01355	AIMP1	103	79	102	70	47	67
HGLibA_54173	WDR74	21	17	16	24	29	8
HGLibA_01545	ALDH1A2	192	198	170	152	299	141
HGLibA_33696	OR1L6	21	71	50	22	47	53
HGLibA_37652	POM121L2	62	91	66	86	168	135
HGLibA_19307	GLRA4	120	86	143	142	111	115
HGLibA_33370	OLIG2	106	134	133	82	29	94
HGLibA_33008	NUMA1	121	85	95	104	170	86
HGLibA_65200	NonTargetingControlGuideForHuman_0817	307	362	355	308	445	254
HGLibA_61676	hsa-mir-518f	202	136	155	219	218	162
HGLibA_47111	SSB	28	38	43	29	29	4
HGLibA_59789	hsa-mir-4270	77	43	107	63	111	40
HGLibA_50827	TNFSF8	119	121	126	238	133	183
HGLibA_24264	KCNJ15	234	208	304	243	231	175
HGLibA_34852	P2RX3	62	76	66	77	84	105
HGLibA_22128	HS3ST3A1	114	84	48	24	80	67
HGLibA_41022	RGP1	35	36	35	17	5	22
HGLibA_45992	SNRPG	26	27	51	116	52	31
HGLibA_60014	hsa-mir-4323	106	110	129	148	152	79
HGLibA_15868	F2RL2	73	110	102	84	81	107
HGLibA_08114	CCNK	128	90	112	134	186	133
HGLibA_47866	SUV420H1	199	154	151	117	145	87
HGLibA_25224	KLHL8	43	95	82	111	92	36
HGLibA_59478	hsa-mir-381	81	101	70	60	72	57
HGLibA_04186	BAZ1A	145	148	116	168	279	108
HGLibA_16718	FAM73B	91	151	103	80	125	96
HGLibA_33169	NXPH3	53	52	29	41	38	39
HGLibA_64506	NonTargetingControlGuideForHuman_0123	25	24	42	19	106	43
HGLibA_15869	F2RL2	47	26	50	31	44	19
HGLibA_40930	RFPL1	115	116	61	57	144	103
HGLibA_47508	STK39	54	92	117	94	108	116
HGLibA_20035	GPR37L1	101	108	143	108	183	120
HGLibA_28324	MARC2	98	81	109	91	70	48
HGLibA_30138	MS4A14	35	39	26	44	74	28
HGLibA_21987	HOXD10	226	183	236	323	263	208
HGLibA_02002	ANKRD13B	97	162	178	136	224	86
HGLibA_37361	PNLIPRP2	101	82	76	51	125	96
HGLibA_42929	SCGB2B2	92	91	171	193	141	113
HGLibA_14657	EGR4	44	38	27	47	62	48
HGLibA_31494	NDUFAF5	49	30	33	47	56	34
HGLibA_17999	FRG2B	142	113	150	164	101	124
HGLibA_01294	AHDC1	41	18	48	16	28	54
HGLibA_35508	PCDHB7	80	79	57	51	28	44
HGLibA_48767	TCF19	76	60	41	112	174	76
HGLibA_39664	PXN	117	73	53	77	64	117
HGLibA_58838	hsa-mir-3185	85	122	89	72	139	56
HGLibA_41246	RIIAD1	53	57	81	50	32	47
HGLibA_15439	ERCC4	35	46	35	71	36	31
HGLibA_50613	TMPRSS11A	223	216	234	132	214	168
HGLibA_46468	SPATA31A1	74	59	106	138	100	114
HGLibA_57049	ZSWIM5	108	129	121	202	272	108
HGLibA_60350	hsa-mir-4483	43	53	26	53	60	38
HGLibA_20966	HCK	63	100	71	78	88	94
HGLibA_24734	KIAA1279	122	49	97	132	113	79
HGLibA_11744	CTTNBP2	163	149	136	180	179	181
HGLibA_32109	NLRP13	347	366	361	374	296	309
HGLibA_12557	DCTN5	77	128	64	68	104	53
HGLibA_27081	LPCAT4	103	61	78	86	76	147
HGLibA_24771	KIAA1522	102	63	90	50	129	100
HGLibA_01336	AIFM1	109	121	148	116	172	98
HGLibA_23414	INTS2	113	81	79	54	127	76
HGLibA_05221	C11orf96	145	121	179	155	116	132
HGLibA_14879	ELAVL1	79	84	89	93	161	62
HGLibA_29800	MPZL3	121	140	119	185	170	227
HGLibA_43342	SEMA4B	104	124	109	50	86	62
HGLibA_09486	CHMP4A	88	137	84	145	114	125
HGLibA_51662	TRMT10B	50	18	29	20	4	35
HGLibA_44833	SLC28A2	65	66	95	59	50	58
HGLibA_12625	DDN	49	66	56	133	55	31
HGLibA_24358	KCNN2	82	76	93	96	144	81
HGLibA_64408	NonTargetingControlGuideForHuman_0025	93	125	123	60	50	126
HGLibA_41935	RPL30	65	121	117	96	106	86
HGLibA_13688	DNM2	107	68	26	56	78	27
HGLibA_24790	KIAA1598	97	103	63	68	42	76
HGLibA_01858	AMZ2	15	19	29	43	19	15
HGLibA_44866	SLC2A14	72	48	74	69	121	63
HGLibA_19109	GINS3	144	91	49	72	110	63
HGLibA_46181	SORBS3	211	152	140	178	294	125
HGLibA_32898	NUB1	55	73	55	95	41	44
HGLibA_25973	LAMC3	79	28	21	23	98	26
HGLibA_12285	DACT3	138	245	233	253	300	188
HGLibA_49032	TESK2	151	123	153	156	60	98
HGLibA_32097	NLRP1	124	113	101	121	59	160
HGLibA_53044	UNG	62	29	32	35	88	54
HGLibA_47883	SVEP1	113	189	219	272	161	137
HGLibA_15710	EVX2	132	128	119	130	183	142
HGLibA_07944	CCER1	214	248	217	115	157	172
HGLibA_13608	DNAJC27	27	28	28	51	0	27
HGLibA_54142	WDR61	45	77	51	77	60	57
HGLibA_22602	IFI27L2	20	10	22	2	0	12
HGLibA_06251	C3orf55	57	119	66	70	97	47
HGLibA_06673	C9orf129	31	65	37	65	41	42
HGLibA_13739	DOCK2	151	123	142	132	135	134
HGLibA_38504	PRKACA	143	199	200	257	237	141
HGLibA_08657	CDH19	169	169	242	261	142	233
HGLibA_37196	PLK4	83	71	59	164	93	57
HGLibA_33877	OR2T34	92	52	81	47	71	70
HGLibA_03784	ATP8B2	82	73	73	97	38	118
HGLibA_61293	hsa-mir-4797	270	284	299	259	321	252
HGLibA_22950	IL10RB	219	176	150	194	267	171
HGLibA_35318	PAX9	120	139	150	160	178	115
HGLibA_59049	hsa-mir-3529	77	109	106	168	61	63
HGLibA_04913	BTBD3	162	141	138	226	122	243
HGLibA_18930	GEN1	25	30	22	17	1	13
HGLibA_52329	TULP1	13	6	15	1	13	7
HGLibA_45701	SMG5	188	183	180	117	164	121
HGLibA_63992	hsa-mir-7851	206	153	218	156	157	113
HGLibA_48132	TAAR6	93	44	135	127	149	155
HGLibA_40876	RETN	101	67	139	144	140	90
HGLibA_11449	CST2	152	136	190	155	137	132
HGLibA_13848	DPH5	41	72	55	87	154	58
HGLibA_12261	DAAM2	91	90	139	102	108	85
HGLibA_38476	PRICKLE3	147	143	179	234	169	150
HGLibA_28148	MAP2K4	182	152	232	105	227	101
HGLibA_10033	CLIC5	217	246	229	174	183	268
HGLibA_47374	STARD8	52	90	69	22	84	37
HGLibA_42377	RTDR1	197	200	239	214	241	138
HGLibA_40870	REST	155	146	149	161	164	126
HGLibA_28282	MAPK8	142	122	114	157	181	155
HGLibA_02714	ARHGAP17	53	74	60	23	41	49
HGLibA_46477	SPATA31A4	41	29	17	35	30	23
HGLibA_29716	MPEG1	68	96	96	129	69	117
HGLibA_45085	SLC38A9	26	22	16	16	89	24
HGLibA_11125	CRELD1	47	51	40	43	64	52
HGLibA_37058	PLEK2	131	184	166	90	213	117
HGLibA_46610	SPEF1	134	72	115	90	30	66
HGLibA_33599	OR13C3	115	163	173	168	156	216
HGLibA_04694	BOP1	26	22	8	7	0	10
HGLibA_58951	hsa-mir-320e	12	17	9	15	1	18
HGLibA_09292	CFTR	113	187	160	147	260	146
HGLibA_65189	NonTargetingControlGuideForHuman_0806	169	111	191	210	126	221
HGLibA_38836	PRR3	33	73	55	28	18	61
HGLibA_31884	NGRN	75	64	79	141	130	84
HGLibA_50688	TMX1	88	132	119	84	94	163
HGLibA_63111	hsa-mir-6739	9	1	18	6	0	30
HGLibA_37782	POU4F3	72	89	61	93	53	36
HGLibA_12251	CYTL1	115	111	82	179	154	158
HGLibA_20563	GTF2H5	194	175	228	283	244	231
HGLibA_48806	TCHHL1	62	42	78	22	84	58
HGLibA_48724	TCEAL8	63	87	58	82	48	81
HGLibA_59563	hsa-mir-3922	116	145	136	97	43	81
HGLibA_58212	hsa-mir-210	275	304	409	383	429	305
HGLibA_35608	PCID2	229	123	119	203	165	128
HGLibA_37554	POLR1C	48	76	51	49	69	29
HGLibA_11823	CWF19L1	74	67	42	62	53	95
HGLibA_54221	WDR92	205	176	182	229	196	154
HGLibA_11643	CTNNA3	125	138	109	98	194	129
HGLibA_23292	ING4	56	50	33	90	109	74
HGLibA_49590	TKTL1	67	45	45	70	63	55
HGLibA_15800	EXPH5	235	221	277	282	251	284
HGLibA_63214	hsa-mir-6763	113	83	96	122	203	167
HGLibA_50676	TMTC3	98	54	114	133	114	85
HGLibA_45596	SMAP1	38	20	24	55	53	74
HGLibA_59565	hsa-mir-3922	44	37	36	57	53	16
HGLibA_09423	CHEK2	98	30	75	61	124	100
HGLibA_56113	ZNF502	90	107	137	86	89	105
HGLibA_46170	SON	20	8	15	11	26	12
HGLibA_39967	RAB5C	72	56	83	97	54	107
HGLibA_20140	GPRIN1	63	65	72	73	67	79
HGLibA_34670	OSBPL9	8	7	21	25	29	17
HGLibA_32841	NTF4	109	129	96	141	231	117
HGLibA_36473	PHYHIP	144	131	184	57	101	109
HGLibA_12300	DAK	57	34	66	98	47	38
HGLibA_58716	hsa-mir-3160-1	79	81	105	136	306	65
HGLibA_01775	AMER2	167	204	197	175	191	121
HGLibA_56300	ZNF578	79	96	136	131	154	112
HGLibA_44972	SLC35C1	67	108	76	135	153	129
HGLibA_54199	WDR85	184	189	214	175	398	224
HGLibA_12424	DCAF12L2	86	74	73	125	183	76
HGLibA_00100	ABCA12	63	66	79	60	75	60
HGLibA_56801	ZNF81	192	140	138	167	280	116
HGLibA_43766	SFTPA1	87	92	98	110	75	138
HGLibA_01253	AGRP	111	103	94	104	204	104
HGLibA_61275	hsa-mir-4792	55	36	49	94	38	62
HGLibA_25653	KRTAP15-1	173	133	182	186	138	124
HGLibA_29103	MFSD4	246	278	302	286	131	200
HGLibA_33411	OPALIN	73	77	155	36	164	92
HGLibA_44025	SHF	97	136	124	202	122	122
HGLibA_22524	ID1	24	64	56	59	46	27
HGLibA_22659	IFNA10	35	40	37	27	47	34
HGLibA_63110	hsa-mir-6739	68	73	102	39	39	61
HGLibA_41096	RGS5	66	64	82	45	118	125
HGLibA_59615	hsa-mir-3939	106	86	114	173	116	137
HGLibA_22309	HSPB3	58	46	57	109	108	124
HGLibA_31158	NARS2	91	110	188	132	190	94
HGLibA_42224	RRAGA	53	68	40	68	20	95
HGLibA_21728	HMGN5	136	104	122	200	226	125
HGLibA_15044	EMID1	7	5	12	29	6	0
HGLibA_17035	FBXO17	94	115	88	114	108	90
HGLibA_44698	SLC25A3	82	54	69	61	114	82
HGLibA_47765	SULT4A1	115	95	141	113	106	78
HGLibA_26461	LHX6	67	84	61	47	103	71
HGLibA_13488	DNAH5	30	12	30	11	15	9
HGLibA_58029	hsa-mir-1909	100	138	146	181	131	167
HGLibA_35729	PDCD2L	120	72	66	41	116	45
HGLibA_63007	hsa-mir-668	165	116	129	88	128	167
HGLibA_55487	ZNF141	71	80	88	91	118	50
HGLibA_04756	BRAP	111	148	107	122	266	163
HGLibA_24841	KIAA2018	133	124	105	219	197	127
HGLibA_00182	ABCC6	118	98	102	194	77	56
HGLibA_39181	PSMD7	44	74	50	77	43	55
HGLibA_18623	GAR1	40	31	34	77	30	54
HGLibA_18770	GCDH	139	127	96	109	174	81
HGLibA_54687	YIPF7	64	100	96	108	93	104
HGLibA_35999	PDZRN4	56	65	65	63	36	67
HGLibA_48331	TARBP1	84	100	96	83	77	61
HGLibA_01439	AKAP6	254	235	282	216	261	145
HGLibA_18216	FXN	95	184	79	141	123	142
HGLibA_27587	LTB4R2	83	120	84	159	146	78
HGLibA_55134	ZEB1	85	48	69	135	56	100
HGLibA_22629	IFIT2	40	22	49	55	24	26
HGLibA_39131	PSMC2	42	21	9	59	21	16
HGLibA_12521	DCP1B	138	97	78	185	161	93
HGLibA_40571	RBM4B	44	36	11	17	40	28
HGLibA_30306	MT4	170	121	133	229	358	124
